1,246,7
2,142,9
3,177,9
4,97,10
5,178,1
6,161,9
7,129,10
8,112,7
9,12,10
10,127,7
11,349,10
12,235,10
13,330,6
14,225,10
15,156,10
16,283,10
17,335,10
18,331,10
19,277,10
20,49,10
21,161,10
22,220,10
23,71,10
24,123,9
25,142,10
26,142,10
27,174,10
28,126,10
29,257,8
30,129,10
31,71,10
32,331,10
33,126,8
34,208,10
35,184,10
36,231,10
37,49,10
38,49,8
39,278,9
40,180,10
41,173,8
42,263,1
43,172,9
43,331,9
